playerID,Name,Age,Nationality,Club,Value,Wage,preferredFoot
226162,Emiliano Buendía,23,Argentina,Norwich City,12000000,12000,Right
239817,Boubakary Soumaré,21,France,LOSC Lille,11000000,21000,Right
226851,Benjamin Pavard,24,France,FC Bayern München,20500000,65000,Right
183277,Eden Hazard,29,Belgium,Real Madrid,58000000,350000,Right
243057,Neco Williams,19,Wales,Liverpool,1500000,11000,Right
205452,Antonio Rüdiger,27,Germany,Chelsea,18500000,92000,Right
222501,Timothy Castagne,24,Belgium,Leicester City,12000000,61000,Right
252489,Marco Kana,17,Belgium,RSC Anderlecht,1000000,500,Right
237383,Alessandro Bastoni,21,Italy,Inter,9000000,46000,Left
208135,Abdoulaye Doucouré,27,France,Everton,11000000,69000,Right
243828,Matthew Longstaff,20,England,Newcastle United,6000000,20000,Right
240507,Angel Gomes,19,England,Boavista FC,1600000,2000,Right
231352,Tammy Abraham,22,England,Chelsea,15000000,77000,Right
245158,Luis Javier Suárez,22,Colombia,Watford,11500000,17000,Right
235735,Ethan Ampadu,19,Wales,Sheffield United,1500000,5000,Right
237221,Juan Foyth,22,Argentina,Tottenham Hotspur,9000000,52000,Right
219693,Diego Carlos Santos Silva,27,Brazil,Sevilla FC,27000000,39000,Right
234742,Harvey Barnes,22,England,Leicester City,17500000,80000,Right
236496,Mattéo Guendouzi,21,France,Arsenal,12500000,46000,Right
240273,Emile Smith Rowe,19,England,Arsenal,2300000,18000,Right
208670,Hakim Ziyech,27,Morocco,Chelsea,44000000,140000,Left
247360,Leonidas Stergiou,18,Switzerland,FC St. Gallen,1500000,1000,Right
192985,Kevin De Bruyne,29,Belgium,Manchester City,87000000,370000,Right
235889,Cengiz Ünder,22,Turkey,Leicester City,14000000,66000,Left
243657,James Garner,19,England,Watford,1300000,3000,Right
212194,Julian Brandt,24,Germany,Borussia Dortmund,40500000,75000,Right
246763,Ki-Jana Hoever,18,Netherlands,Wolverhampton Wanderers,775000,4000,Right
200647,Josip Iličić,32,Slovenia,Atalanta,25000000,92000,Left
236947,Jordan Torunarigha,22,Germany,Hertha BSC,10000000,30000,Left
228747,Oussama Idrissi,24,Morocco,AZ Alkmaar,11500000,12000,Right
231936,Ben White,22,England,Brighton & Hove Albion,9500000,38000,Right
245426,Marash Kumbulla,20,Albania,Roma,10000000,500,Right
220697,James Maddison,23,England,Leicester City,23000000,82000,Right
203376,Virgil van Dijk,28,Netherlands,Liverpool,75500000,210000,Right
218667,Bernardo Mota Carvalho e Silva,25,Portugal,Manchester City,60000000,230000,Left
243390,Ian Poveda,20,England,Leeds United,675000,11000,Left
236600,Japhet Tanganga,21,England,Tottenham Hotspur,3900000,29000,Right
204838,Raúl Jiménez,29,Mexico,Wolverhampton Wanderers,31000000,140000,Right
238476,Dan-Axel Zagadou,21,France,Borussia Dortmund,16000000,38000,Left
243780,Kangin Lee,19,Korea Republic,Valencia CF,9000000,16000,Left
209331,Mohamed Salah,28,Egypt,Liverpool,78000000,250000,Left
244915,Mohammed Salisu,21,Ghana,Southampton,10500000,32000,Left
229971,Fabien Centonze,24,France,FC Metz,8000000,15000,Right
220621,Saïd Benrahma,24,Algeria,Brentford,11500000,43000,Right
230767,Renato Júnior Luz Sanches,22,Portugal,LOSC Lille,14500000,33000,Right
192505,Romelu Lukaku,27,Belgium,Inter,45000000,165000,Left
208722,Sadio Mané,28,Senegal,Liverpool,78000000,250000,Right
239367,Robin Hack,21,Germany,1. FC Nürnberg,9000000,9000,Right
197445,David Alaba,28,Austria,FC Bayern München,27500000,105000,Left
225793,Ben Godfrey,22,England,Norwich City,4900000,7000,Right
208830,Jamie Vardy,33,England,Leicester City,28000000,160000,Right
193165,Jesús Corona,27,Mexico,FC Porto,32500000,25000,Right
232223,Konstantinos Tsimikas,24,Greece,Liverpool,9000000,55000,Left
234612,Jonathan Ikoné,22,France,LOSC Lille,17500000,36000,Left
233927,Lucas Tolentino Coelho de Lima,22,Brazil,Milan,10000000,30000,Left
243854,Mohamed Simakan,20,France,RC Strasbourg Alsace,3800000,12000,Right
231521,Exequiel Palacios,21,Argentina,Bayer 04 Leverkusen,13500000,40000,Right
228080,Felix Passlack,22,Germany,Borussia Dortmund,1400000,16000,Right
226754,Ismaël Bennacer,22,Algeria,Milan,8500000,26000,Left
219809,Tiemoué Bakayoko,25,France,Chelsea,14000000,77000,Right
201417,Matt Doherty,28,Republic of Ireland,Tottenham Hotspur,15000000,96000,Right
229906,Leon Bailey,22,Jamaica,Bayer 04 Leverkusen,20000000,59000,Left
203747,Héctor Bellerín Moruno,25,Spain,Arsenal,17500000,76000,Right
183711,Jordan Henderson,30,England,Liverpool,36500000,140000,Right
226766,Daniel Castelo Podence,24,Portugal,Wolverhampton Wanderers,13500000,72000,Right
242236,Francisco Reis Ferreira,23,Portugal,SL Benfica,11500000,11000,Right
209499,Fábio Henrique Tavares,26,Brazil,Liverpool,54500000,155000,Right
242118,Sebastián Córdova,23,Mexico,Club América,10000000,30000,Left
230621,Gianluigi Donnarumma,21,Italy,Milan,41500000,34000,Right
231554,James Justin,22,England,Leicester City,5500000,42000,Right
202652,Raheem Sterling,25,England,Manchester City,72500000,270000,Right
246419,Yari Verschaeren,18,Belgium,RSC Anderlecht,5500000,6000,Right
233096,Denzel Dumfries,24,Netherlands,PSV,14500000,18000,Right
226271,Fabián Ruiz Peña,24,Spain,Napoli,30000000,70000,Left
238160,Merih Demiral,22,Turkey,Juventus,11000000,48000,Right
211256,Nicolás Tagliafico,27,Argentina,Ajax,27500000,27000,Left
245902,Troy Parrott,18,Republic of Ireland,Millwall,1100000,2000,Right
246045,Pedro De la Vega,19,Argentina,Club Atlético Lanús,5000000,8000,Right
234568,Gedson Carvalho Fernandes,21,Portugal,Tottenham Hotspur,10000000,50000,Right
206058,Mattia De Sciglio,27,Italy,Juventus,9000000,64000,Right
190717,Michail Antonio,30,England,West Ham United,10000000,46000,Right
248386,Gustavo Enrique Assunção da Silva,20,Brazil,Famalicão,9500000,7000,Right
216352,Marcelo Brozović,27,Croatia,Inter,32000000,125000,Right
220834,Marco Asensio Willemsen,24,Spain,Real Madrid,29000000,160000,Left
9014,Arjen Robben,36,Netherlands,FC Groningen,5000000,12000,Left
244280,Adrian Fein,21,Germany,FC Bayern München,4700000,27000,Right
242075,Josh Sargent,20,United States,SV Werder Bremen,2000000,10000,Right
211117,Dele Alli,24,England,Tottenham Hotspur,34000000,105000,Right
209889,Raphaël Guerreiro,26,Portugal,Borussia Dortmund,36500000,86000,Left
220523,Yerry Mina,25,Colombia,Everton,11500000,66000,Right
205988,Luke Shaw,24,England,Manchester United,19000000,97000,Left
232999,Tyler Adams,21,United States,RB Leipzig,11000000,29000,Right
205427,Jorge Djaniny Tavares Semedo,28,Cape Verde,Al Ahli,9000000,44000,Right
216549,Alexander Sørloth,24,Norway,RB Leipzig,12000000,45000,Left
241721,Rafael da Conceição Leão,21,Portugal,Milan,9000000,26000,Right
211688,José Luís Gayà Peña,25,Spain,Valencia CF,30500000,46000,Left
253385,Federico Viñas,22,Uruguay,Club América,10000000,33000,Left
230666,Gabriel Fernando de Jesus,23,Brazil,Manchester City,34500000,150000,Right
258033,Omar Rekik,18,Netherlands,Hertha BSC,775000,2000,Right
213331,Jonathan Tah,24,Germany,Bayer 04 Leverkusen,15000000,50000,Right
235805,Federico Chiesa,22,Italy,Fiorentina,14500000,50000,Right
220710,Harry Wilson,23,Wales,Liverpool,12000000,66000,Left
241854,Perr Schuurs,20,Netherlands,Ajax,9500000,10000,Right
236593,Calvin Stengs,21,Netherlands,AZ Alkmaar,15500000,11000,Left
257025,Konrad de la Fuente,18,United States,FC Barcelona,750000,10000,Right
237238,Scott McTominay,23,Scotland,Manchester United,15500000,85000,Right
235926,Matías Zaracho,22,Argentina,Racing Club,11000000,17000,Right
222509,Daniel Ceballos Fernández,23,Spain,Arsenal,19500000,76000,Right
241084,Luis Díaz,23,Colombia,FC Porto,15500000,14000,Right
226226,Giovani Lo Celso,24,Argentina,Tottenham Hotspur,29000000,95000,Left
243282,Dwight McNeil,20,England,Burnley,15500000,41000,Left
241095,Nikola Vlašić,22,Croatia,PFC CSKA Moscow,20500000,47000,Right
208333,Emre Can,26,Germany,Borussia Dortmund,26500000,72000,Right
216393,Youri Tielemans,23,Belgium,Leicester City,23000000,82000,Right
245131,Giorgi Tsitaishvili,19,Ukraine,Dynamo Kyiv,6500000,500,Left
236007,Ezequiel Barco,21,Argentina,Atlanta United,9500000,7000,Right
224293,Rúben Diogo da Silva Neves,23,Portugal,Wolverhampton Wanderers,29000000,89000,Right
232080,Jack Harrison,23,England,Leeds United,7500000,62000,Left
186156,Luke Ayling,28,England,Leeds United,5500000,74000,Right
225263,Duje Ćaleta-Car,23,Croatia,Olympique de Marseille,12000000,31000,Right
239970,Paulo Henrique Sampaio Filho,19,Brazil,Bayer 04 Leverkusen,9500000,26000,Right
231866,Rodrigo Hernández Cascante,24,Spain,Manchester City,44000000,145000,Right
256948,Christos Tzolis,18,Greece,PAOK,1600000,500,Right
229237,Manuel Akanji,24,Switzerland,Borussia Dortmund,13000000,42000,Right
234986,Panagiotis Retsos,21,Greece,Bayer 04 Leverkusen,7500000,29000,Right
208461,Marten de Roon,29,Netherlands,Atalanta,15000000,62000,Right
201942,Roberto Firmino Barbosa de Oliveira,28,Brazil,Liverpool,52000000,190000,Right
253102,Adil Aouchiche,17,France,AS Saint-Étienne,1100000,1000,Right
239981,Jann-Fiete Arp,20,Germany,Bayern München II,1400000,2000,Right
246459,Mohamed Daramy,18,Denmark,FC København,1600000,3000,Right
238227,Krépin Diatta,21,Senegal,Club Brugge KV,13000000,22000,Right
