playerID,overallrating,Position,Height,Weight,LWB,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,Speed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,DefensiveAwareness,StandingTackle,SlidingTackle,WeakFoot,SkillMoves,attackRate,defendRate
247263,78,RCB,193,78,70,70,72,78,78,78,72,39.0,54.0,77.0,80.0,33.0,61.0,46.0,32.0,74.0,62.0,71.0,76.0,65.0,77.0,62.0,74.0,75.0,74.0,79.0,30.0,82.0,76.0,27.0,59.0,77.0,76.0,78.0,81.0,76.0,3,2,Medium,High
242418,66,RWB,167,58,64,64,64,59,59,59,64,68.0,29.0,56.0,61.0,29.0,65.0,46.0,35.0,57.0,62.0,86.0,79.0,77.0,62.0,91.0,35.0,59.0,63.0,38.0,33.0,64.0,60.0,52.0,53.0,40.0,61.0,61.0,60.0,62.0,3,2,Medium,Medium
245037,72,CB,182,78,65,65,67,72,72,72,67,35.0,30.0,68.0,69.0,31.0,58.0,51.0,31.0,60.0,68.0,57.0,65.0,60.0,74.0,57.0,51.0,73.0,68.0,69.0,25.0,72.0,73.0,31.0,48.0,44.0,61.0,74.0,74.0,70.0,3,2,Medium,High
239818,81,LCB,187,82,71,71,74,81,81,81,74,34.0,29.0,82.0,73.0,30.0,57.0,33.0,26.0,72.0,62.0,63.0,67.0,54.0,78.0,56.0,74.0,78.0,86.0,80.0,22.0,92.0,82.0,39.0,40.0,45.0,79.0,83.0,84.0,81.0,4,2,Medium,High
243715,74,CB,193,84,69,69,70,74,74,74,70,46.0,25.0,69.0,73.0,34.0,66.0,55.0,35.0,66.0,70.0,67.0,71.0,52.0,69.0,58.0,57.0,75.0,70.0,80.0,23.0,70.0,77.0,39.0,61.0,47.0,70.0,75.0,75.0,73.0,3,2,Medium,High
226166,80,RB,187,83,78,78,78,79,79,79,78,74.0,30.0,74.0,73.0,35.0,73.0,69.0,33.0,70.0,74.0,77.0,87.0,68.0,73.0,65.0,57.0,90.0,75.0,79.0,52.0,72.0,83.0,59.0,64.0,45.0,72.0,75.0,85.0,82.0,3,3,Medium,Medium
237678,78,CB,193,94,70,70,72,78,78,78,72,38.0,29.0,77.0,75.0,28.0,69.0,32.0,27.0,69.0,69.0,68.0,79.0,65.0,71.0,55.0,45.0,74.0,68.0,83.0,31.0,77.0,78.0,37.0,51.0,41.0,74.0,76.0,85.0,79.0,2,3,Medium,High
236532,76,CB,190,86,69,69,71,76,76,76,71,40.0,27.0,78.0,71.0,29.0,58.0,31.0,28.0,70.0,70.0,67.0,74.0,62.0,75.0,60.0,56.0,66.0,72.0,78.0,42.0,73.0,76.0,52.0,64.0,38.0,71.0,78.0,78.0,76.0,3,2,Medium,Medium
238074,77,RB,182,87,75,75,75,73,73,73,75,81.0,48.0,69.0,73.0,46.0,76.0,70.0,66.0,68.0,76.0,78.0,81.0,74.0,72.0,67.0,73.0,71.0,76.0,78.0,62.0,70.0,72.0,62.0,65.0,50.0,65.0,71.0,77.0,73.0,3,3,High,Medium
245388,75,CB,190,81,69,69,70,75,75,75,70,46.0,40.0,69.0,75.0,35.0,62.0,47.0,41.0,67.0,71.0,67.0,78.0,54.0,70.0,56.0,52.0,76.0,64.0,79.0,41.0,72.0,75.0,41.0,56.0,46.0,72.0,74.0,80.0,71.0,2,3,Medium,Medium
242641,71,LB,154,69,69,69,69,65,65,65,69,68.0,40.0,62.0,69.0,36.0,68.0,57.0,42.0,56.0,72.0,66.0,70.0,71.0,65.0,76.0,43.0,57.0,63.0,38.0,41.0,59.0,69.0,58.0,55.0,40.0,58.0,68.0,71.0,72.0,3,2,High,Medium
258315,60,CB,187,76,55,55,57,60,60,60,57,34.0,25.0,59.0,56.0,30.0,49.0,31.0,29.0,44.0,54.0,66.0,70.0,68.0,52.0,68.0,38.0,78.0,62.0,71.0,24.0,63.0,53.0,35.0,44.0,33.0,56.0,55.0,64.0,61.0,3,2,Medium,Medium
226491,78,LB,154,76,76,76,76,73,73,73,76,77.0,52.0,59.0,73.0,27.0,75.0,72.0,56.0,68.0,74.0,85.0,86.0,76.0,74.0,77.0,79.0,80.0,85.0,76.0,66.0,82.0,72.0,67.0,72.0,36.0,74.0,73.0,74.0,74.0,3,3,High,High
232580,78,CB,190,87,67,67,70,78,78,78,70,38.0,31.0,80.0,73.0,28.0,49.0,47.0,27.0,68.0,66.0,60.0,50.0,51.0,76.0,37.0,51.0,70.0,67.0,84.0,30.0,78.0,78.0,44.0,59.0,40.0,74.0,79.0,81.0,78.0,2,2,Medium,High
251530,72,LB,182,76,71,71,70,68,68,68,70,79.0,34.0,54.0,64.0,44.0,75.0,69.0,55.0,50.0,73.0,86.0,88.0,77.0,71.0,60.0,79.0,58.0,66.0,76.0,66.0,74.0,66.0,66.0,62.0,42.0,73.0,64.0,72.0,66.0,4,3,High,Medium
245278,73,RB,187,77,72,72,71,70,70,70,71,70.0,42.0,57.0,66.0,38.0,75.0,67.0,37.0,52.0,74.0,78.0,80.0,74.0,73.0,59.0,56.0,66.0,72.0,71.0,46.0,70.0,72.0,71.0,53.0,48.0,76.0,69.0,74.0,69.0,2,4,High,Medium
210035,84,LB,170,68,82,82,81,75,75,75,81,84.0,52.0,66.0,81.0,61.0,84.0,85.0,81.0,79.0,83.0,86.0,84.0,84.0,83.0,86.0,79.0,64.0,90.0,63.0,79.0,69.0,81.0,75.0,68.0,54.0,83.0,75.0,78.0,79.0,2,3,High,Medium
252144,72,RCB,185,76,61,61,64,72,72,72,64,32.0,28.0,68.0,66.0,30.0,51.0,30.0,35.0,50.0,65.0,55.0,65.0,40.0,71.0,56.0,44.0,80.0,41.0,75.0,23.0,75.0,71.0,28.0,35.0,43.0,76.0,72.0,75.0,72.0,3,2,Medium,Medium
229880,83,RB,182,72,81,81,81,79,79,79,81,74.0,44.0,58.0,74.0,43.0,82.0,68.0,45.0,56.0,77.0,84.0,88.0,85.0,82.0,73.0,70.0,62.0,79.0,71.0,46.0,78.0,83.0,69.0,64.0,56.0,76.0,82.0,85.0,90.0,2,4,Medium,High
252961,71,CB,187,83,65,65,66,71,71,71,66,37.0,32.0,72.0,69.0,37.0,62.0,41.0,31.0,66.0,65.0,70.0,68.0,55.0,65.0,56.0,57.0,76.0,71.0,77.0,25.0,70.0,69.0,36.0,50.0,42.0,65.0,70.0,73.0,68.0,3,2,Low,High
251573,81,LB,172,68,79,79,79,75,75,75,79,81.0,64.0,68.0,76.0,59.0,81.0,81.0,57.0,75.0,81.0,85.0,83.0,83.0,80.0,82.0,76.0,76.0,84.0,69.0,68.0,78.0,76.0,76.0,73.0,54.0,79.0,75.0,77.0,78.0,3,4,High,Medium
253149,70,RWB,175,69,69,69,68,64,64,64,68,69.0,48.0,50.0,68.0,38.0,76.0,64.0,47.0,54.0,75.0,92.0,89.0,88.0,61.0,89.0,51.0,71.0,74.0,64.0,47.0,66.0,60.0,59.0,63.0,39.0,74.0,62.0,67.0,65.0,3,3,High,Medium
252145,72,LWB,175,69,70,70,71,66,66,66,71,,37.0,,64.0,40.0,64.0,40.0,41.0,54.0,,87.0,86.0,82.0,,76.0,40.0,65.0,73.0,48.0,38.0,66.0,,60.0,56.0,45.0,53.0,,68.0,67.0,2,2,Medium,Medium
241486,79,CB,154,74,73,73,75,79,79,79,75,45.0,32.0,78.0,75.0,32.0,67.0,42.0,26.0,66.0,71.0,77.0,77.0,71.0,82.0,75.0,41.0,86.0,69.0,73.0,30.0,74.0,82.0,37.0,44.0,43.0,76.0,79.0,82.0,80.0,3,2,Medium,Medium
244470,78,RB,175,76,77,77,76,75,75,75,76,80.0,54.0,70.0,75.0,61.0,72.0,67.0,42.0,73.0,76.0,79.0,83.0,74.0,72.0,84.0,66.0,82.0,88.0,76.0,59.0,84.0,73.0,67.0,69.0,49.0,72.0,74.0,74.0,73.0,3,3,High,High
240130,80,CB,185,78,78,78,79,80,80,80,79,72.0,48.0,77.0,70.0,34.0,70.0,60.0,40.0,69.0,71.0,77.0,79.0,69.0,81.0,67.0,62.0,85.0,85.0,77.0,42.0,83.0,82.0,64.0,59.0,60.0,74.0,81.0,82.0,81.0,2,2,Medium,High
251517,69,LCB,185,82,66,66,66,69,69,69,66,56.0,29.0,69.0,71.0,23.0,67.0,57.0,60.0,67.0,66.0,74.0,80.0,57.0,64.0,59.0,68.0,81.0,68.0,82.0,38.0,82.0,59.0,42.0,57.0,61.0,67.0,66.0,65.0,66.0,4,2,High,High
241464,78,LCB,190,79,73,73,75,78,78,78,75,50.0,28.0,79.0,77.0,34.0,64.0,40.0,28.0,73.0,79.0,66.0,65.0,63.0,76.0,45.0,48.0,74.0,78.0,75.0,36.0,72.0,78.0,42.0,60.0,42.0,68.0,79.0,81.0,80.0,3,2,Medium,High
235243,85,CB,187,88,76,76,78,84,84,84,78,52.0,50.0,86.0,75.0,45.0,66.0,48.0,55.0,74.0,76.0,68.0,75.0,56.0,84.0,60.0,82.0,84.0,76.0,88.0,66.0,83.0,83.0,44.0,63.0,40.0,82.0,86.0,85.0,82.0,4,2,Medium,High
236572,77,LB,175,64,76,76,75,72,72,72,75,68.0,45.0,59.0,80.0,52.0,74.0,68.0,38.0,64.0,78.0,85.0,84.0,84.0,79.0,75.0,63.0,62.0,83.0,63.0,47.0,80.0,74.0,69.0,75.0,42.0,76.0,74.0,73.0,71.0,2,3,Medium,Medium
232656,80,LB,182,82,78,78,78,75,75,75,78,80.0,65.0,72.0,78.0,66.0,79.0,63.0,64.0,60.0,76.0,90.0,93.0,75.0,76.0,61.0,75.0,61.0,80.0,78.0,69.0,75.0,69.0,76.0,70.0,41.0,77.0,72.0,78.0,79.0,3,3,High,Medium
227928,83,RWB,154,68,82,82,81,77,77,77,81,76.0,50.0,58.0,76.0,42.0,82.0,61.0,30.0,65.0,81.0,91.0,93.0,87.0,82.0,81.0,74.0,79.0,92.0,66.0,60.0,81.0,81.0,72.0,62.0,38.0,79.0,77.0,81.0,80.0,3,4,Medium,High
250954,66,RCB,187,78,60,60,63,66,66,66,63,36.0,23.0,73.0,59.0,26.0,45.0,20.0,24.0,48.0,58.0,72.0,77.0,66.0,59.0,57.0,36.0,90.0,73.0,74.0,22.0,60.0,61.0,26.0,38.0,37.0,59.0,62.0,68.0,64.0,2,2,Low,High
225100,83,RCB,187,77,79,79,80,82,82,82,80,69.0,26.0,74.0,78.0,24.0,67.0,41.0,29.0,65.0,73.0,78.0,85.0,65.0,83.0,66.0,41.0,76.0,74.0,83.0,26.0,81.0,84.0,51.0,60.0,26.0,74.0,83.0,85.0,82.0,3,3,Medium,Medium
232756,76,CB,185,78,71,71,73,76,76,76,73,56.0,33.0,74.0,75.0,32.0,65.0,38.0,40.0,60.0,65.0,76.0,83.0,73.0,73.0,61.0,42.0,74.0,67.0,78.0,45.0,75.0,76.0,33.0,36.0,27.0,76.0,75.0,79.0,74.0,4,2,Medium,Medium
240060,73,RB,154,68,72,72,71,68,68,68,71,66.0,41.0,53.0,70.0,41.0,73.0,50.0,32.0,57.0,74.0,83.0,79.0,81.0,68.0,79.0,46.0,49.0,79.0,64.0,36.0,68.0,68.0,64.0,56.0,27.0,75.0,74.0,72.0,69.0,3,3,High,Medium
242602,69,RB,187,86,67,67,67,65,65,65,67,64.0,44.0,62.0,67.0,33.0,69.0,54.0,30.0,53.0,68.0,83.0,90.0,69.0,64.0,67.0,52.0,56.0,72.0,76.0,38.0,67.0,63.0,58.0,57.0,32.0,54.0,64.0,64.0,60.0,4,2,High,Medium
210413,83,CB,187,78,74,74,76,83,83,83,76,36.0,30.0,78.0,75.0,28.0,68.0,36.0,24.0,71.0,76.0,68.0,72.0,59.0,80.0,53.0,64.0,79.0,71.0,79.0,46.0,85.0,86.0,31.0,45.0,34.0,76.0,88.0,86.0,82.0,3,2,Medium,High
200458,84,LB,154,73,82,82,82,79,79,79,82,87.0,60.0,71.0,81.0,68.0,78.0,83.0,83.0,73.0,83.0,78.0,78.0,69.0,83.0,78.0,83.0,92.0,85.0,69.0,76.0,76.0,82.0,72.0,74.0,60.0,80.0,78.0,83.0,84.0,2,3,High,Medium
248695,71,RCB,190,76,64,64,66,71,71,71,66,39.0,29.0,,65.0,33.0,59.0,32.0,33.0,59.0,63.0,67.0,69.0,58.0,,55.0,45.0,74.0,65.0,72.0,37.0,,,38.0,45.0,48.0,60.0,,,,2,2,Medium,Medium
205193,75,CB,185,83,68,68,70,75,75,75,70,40.0,33.0,76.0,70.0,35.0,57.0,35.0,35.0,68.0,66.0,64.0,73.0,65.0,72.0,63.0,60.0,77.0,69.0,78.0,31.0,83.0,72.0,41.0,59.0,41.0,71.0,73.0,77.0,80.0,2,2,Medium,High
256781,63,LB,187,73,60,60,61,60,60,60,61,66.0,38.0,53.0,41.0,30.0,68.0,39.0,37.0,32.0,43.0,70.0,69.0,60.0,65.0,60.0,32.0,63.0,61.0,62.0,29.0,59.0,55.0,58.0,39.0,49.0,43.0,53.0,77.0,68.0,3,2,Medium,Medium
235454,75,CB,182,73,72,72,73,75,75,75,73,68.0,53.0,74.0,74.0,37.0,62.0,60.0,59.0,68.0,67.0,64.0,70.0,72.0,74.0,69.0,68.0,77.0,73.0,79.0,40.0,68.0,74.0,59.0,63.0,44.0,79.0,75.0,77.0,75.0,2,2,Low,High
210243,85,RB,175,69,83,83,83,79,79,79,83,82.0,63.0,65.0,83.0,59.0,82.0,78.0,52.0,78.0,82.0,84.0,83.0,79.0,85.0,79.0,74.0,75.0,88.0,69.0,64.0,79.0,81.0,75.0,77.0,61.0,81.0,82.0,84.0,83.0,4,3,High,High
228618,83,LB,154,73,81,81,81,79,79,79,81,78.0,63.0,72.0,80.0,50.0,80.0,72.0,35.0,78.0,78.0,91.0,92.0,80.0,82.0,78.0,69.0,78.0,88.0,79.0,64.0,82.0,79.0,80.0,75.0,49.0,78.0,77.0,81.0,80.0,5,4,High,High
225782,76,RWB,154,69,74,74,73,68,68,68,73,71.0,56.0,54.0,74.0,44.0,77.0,60.0,36.0,67.0,76.0,82.0,83.0,79.0,73.0,71.0,65.0,55.0,77.0,66.0,62.0,64.0,71.0,66.0,72.0,54.0,77.0,67.0,73.0,69.0,3,4,Medium,Medium
229984,81,LB,154,77,79,79,79,76,76,76,79,78.0,47.0,68.0,76.0,42.0,78.0,67.0,67.0,70.0,81.0,77.0,76.0,70.0,80.0,72.0,72.0,82.0,88.0,69.0,40.0,72.0,78.0,74.0,72.0,52.0,74.0,77.0,79.0,82.0,3,3,High,High
216267,87,LB,154,63,85,85,84,79,79,79,84,90.0,57.0,67.0,82.0,32.0,80.0,82.0,38.0,76.0,82.0,79.0,85.0,78.0,84.0,74.0,78.0,62.0,95.0,65.0,65.0,85.0,82.0,77.0,79.0,55.0,83.0,83.0,84.0,81.0,2,3,High,High
203263,82,LCB,193,99,73,73,74,82,82,82,74,51.0,48.0,86.0,78.0,47.0,71.0,44.0,46.0,82.0,76.0,47.0,53.0,54.0,82.0,55.0,68.0,84.0,76.0,90.0,52.0,84.0,83.0,61.0,71.0,44.0,83.0,81.0,83.0,79.0,3,2,High,High
211320,80,CB,190,83,70,70,72,80,80,80,72,40.0,33.0,82.0,69.0,35.0,64.0,45.0,25.0,65.0,65.0,58.0,63.0,60.0,78.0,55.0,58.0,83.0,62.0,76.0,39.0,72.0,86.0,28.0,50.0,36.0,70.0,86.0,83.0,80.0,3,2,Low,Medium
237942,79,LB,175,73,76,76,77,75,75,75,77,79.0,20.0,75.0,79.0,38.0,72.0,59.0,36.0,62.0,73.0,82.0,84.0,76.0,72.0,72.0,41.0,65.0,79.0,75.0,42.0,74.0,69.0,52.0,42.0,40.0,59.0,70.0,80.0,79.0,3,2,High,Medium
253465,65,CB,182,78,61,61,62,65,65,65,62,42.0,33.0,65.0,63.0,29.0,57.0,46.0,33.0,63.0,58.0,72.0,79.0,69.0,64.0,53.0,54.0,70.0,61.0,72.0,39.0,66.0,63.0,41.0,53.0,35.0,61.0,65.0,64.0,57.0,3,2,High,High
240754,79,RB,175,66,77,77,77,73,73,73,77,75.0,73.0,64.0,75.0,68.0,83.0,69.0,51.0,71.0,80.0,92.0,91.0,80.0,78.0,79.0,70.0,71.0,76.0,68.0,63.0,78.0,74.0,75.0,72.0,59.0,76.0,69.0,76.0,75.0,5,4,High,Medium
232119,80,RCB,185,82,72,72,73,80,80,80,73,46.0,39.0,75.0,76.0,48.0,65.0,39.0,39.0,64.0,71.0,65.0,72.0,64.0,77.0,57.0,65.0,76.0,68.0,82.0,44.0,89.0,79.0,42.0,55.0,52.0,76.0,78.0,84.0,80.0,4,2,Medium,Medium
222331,80,RB,187,87,79,79,80,80,80,80,80,72.0,59.0,78.0,74.0,41.0,71.0,45.0,22.0,63.0,73.0,79.0,88.0,63.0,81.0,60.0,58.0,82.0,82.0,75.0,31.0,72.0,81.0,70.0,62.0,26.0,68.0,84.0,81.0,85.0,3,2,Medium,Medium
220814,82,LB,182,76,80,80,81,82,82,82,81,78.0,53.0,82.0,79.0,46.0,65.0,59.0,39.0,63.0,79.0,77.0,77.0,70.0,85.0,68.0,62.0,85.0,75.0,77.0,51.0,86.0,83.0,62.0,63.0,42.0,76.0,81.0,84.0,86.0,3,2,High,High
226851,81,RB,185,76,78,78,79,80,80,80,79,77.0,43.0,82.0,78.0,70.0,68.0,63.0,51.0,79.0,77.0,68.0,69.0,66.0,80.0,66.0,71.0,86.0,79.0,75.0,53.0,73.0,84.0,58.0,66.0,51.0,78.0,81.0,79.0,81.0,3,3,Medium,High
243057,67,RB,154,68,66,66,65,61,61,61,65,69.0,35.0,50.0,66.0,36.0,66.0,52.0,39.0,61.0,67.0,77.0,74.0,74.0,63.0,78.0,42.0,61.0,62.0,48.0,29.0,61.0,62.0,42.0,48.0,45.0,62.0,64.0,66.0,63.0,2,2,High,Medium
205452,81,RCB,190,84,75,75,77,81,81,81,77,68.0,32.0,81.0,75.0,34.0,60.0,35.0,56.0,72.0,69.0,63.0,76.0,57.0,81.0,50.0,72.0,77.0,68.0,82.0,44.0,89.0,80.0,39.0,57.0,40.0,72.0,82.0,85.0,82.0,3,2,Medium,High
252489,65,CB,154,67,63,63,64,65,65,65,64,47.0,23.0,64.0,70.0,33.0,64.0,41.0,46.0,65.0,70.0,71.0,69.0,76.0,63.0,74.0,38.0,72.0,61.0,66.0,43.0,56.0,63.0,45.0,60.0,31.0,67.0,63.0,66.0,64.0,3,2,Medium,Medium
237383,75,LCB,190,74,67,67,69,75,75,75,69,47.0,26.0,75.0,64.0,35.0,49.0,37.0,36.0,62.0,61.0,59.0,65.0,42.0,77.0,57.0,49.0,71.0,59.0,68.0,25.0,79.0,78.0,43.0,38.0,47.0,65.0,78.0,78.0,76.0,3,2,Medium,Medium
235735,67,CB,182,78,60,60,62,67,67,67,62,27.0,23.0,63.0,70.0,25.0,57.0,34.0,27.0,64.0,62.0,63.0,60.0,58.0,66.0,68.0,52.0,74.0,60.0,68.0,22.0,69.0,64.0,29.0,59.0,33.0,64.0,68.0,69.0,67.0,3,2,Medium,Medium
237221,75,CB,187,68,73,73,73,75,75,75,73,69.0,43.0,73.0,74.0,43.0,71.0,61.0,47.0,66.0,75.0,67.0,68.0,71.0,75.0,69.0,56.0,74.0,69.0,74.0,39.0,73.0,74.0,50.0,59.0,47.0,57.0,74.0,78.0,75.0,3,3,Medium,High
219693,83,LCB,185,86,73,73,75,82,82,82,75,35.0,32.0,79.0,76.0,34.0,65.0,47.0,71.0,74.0,71.0,78.0,76.0,68.0,82.0,55.0,73.0,82.0,74.0,86.0,57.0,85.0,84.0,52.0,63.0,41.0,75.0,83.0,82.0,81.0,4,3,Medium,High
247360,67,RCB,154,73,60,60,62,67,67,67,62,36.0,27.0,64.0,57.0,28.0,38.0,33.0,29.0,51.0,55.0,63.0,66.0,64.0,63.0,70.0,49.0,85.0,71.0,74.0,25.0,64.0,65.0,29.0,41.0,39.0,56.0,69.0,68.0,65.0,3,2,Low,Medium
246763,63,RB,182,72,61,61,61,61,61,61,61,58.0,31.0,53.0,61.0,40.0,64.0,56.0,60.0,51.0,63.0,73.0,70.0,68.0,58.0,65.0,42.0,70.0,58.0,62.0,38.0,64.0,63.0,43.0,51.0,43.0,69.0,61.0,62.0,57.0,3,2,Medium,Medium
236947,75,LCB,190,79,70,70,72,75,75,75,72,58.0,33.0,80.0,69.0,22.0,65.0,34.0,25.0,75.0,60.0,72.0,75.0,62.0,61.0,66.0,42.0,75.0,73.0,78.0,25.0,67.0,78.0,50.0,70.0,42.0,70.0,73.0,80.0,75.0,2,2,High,Medium
231936,75,RCB,185,77,72,72,73,75,75,75,73,53.0,22.0,69.0,72.0,21.0,65.0,26.0,20.0,67.0,72.0,71.0,68.0,59.0,74.0,55.0,39.0,77.0,79.0,74.0,25.0,72.0,78.0,39.0,57.0,24.0,75.0,77.0,75.0,77.0,4,2,Medium,Medium
245426,75,LCB,185,78,66,66,69,75,75,75,69,45.0,26.0,78.0,61.0,28.0,52.0,30.0,26.0,58.0,66.0,64.0,59.0,51.0,76.0,56.0,50.0,84.0,62.0,76.0,31.0,78.0,77.0,22.0,54.0,30.0,63.0,77.0,77.0,74.0,3,2,Medium,Medium
203376,90,LCB,193,92,80,80,82,89,89,89,82,53.0,52.0,87.0,79.0,45.0,70.0,60.0,70.0,86.0,77.0,72.0,79.0,61.0,89.0,53.0,81.0,90.0,75.0,92.0,64.0,83.0,90.0,47.0,65.0,62.0,90.0,93.0,93.0,86.0,3,2,Medium,Medium
236600,71,CB,182,73,68,68,69,71,71,71,69,60.0,15.0,66.0,65.0,27.0,62.0,25.0,29.0,51.0,64.0,69.0,78.0,61.0,72.0,58.0,36.0,88.0,66.0,75.0,20.0,73.0,73.0,31.0,41.0,33.0,62.0,71.0,72.0,70.0,2,2,Medium,Medium
238476,79,CB,195,89,68,68,71,79,79,79,71,46.0,26.0,79.0,75.0,25.0,51.0,37.0,25.0,74.0,52.0,51.0,65.0,39.0,74.0,34.0,66.0,64.0,66.0,92.0,25.0,76.0,77.0,31.0,59.0,30.0,78.0,78.0,87.0,80.0,3,2,Medium,High
244915,76,CB,190,84,67,67,69,76,76,76,69,40.0,30.0,74.0,72.0,22.0,47.0,50.0,32.0,56.0,64.0,64.0,69.0,55.0,68.0,49.0,60.0,75.0,67.0,88.0,28.0,78.0,75.0,35.0,24.0,40.0,58.0,76.0,78.0,75.0,3,2,Medium,High
229971,75,RB,182,74,74,74,73,70,70,70,73,74.0,42.0,61.0,70.0,49.0,72.0,64.0,47.0,64.0,73.0,78.0,80.0,70.0,71.0,71.0,62.0,74.0,89.0,74.0,51.0,72.0,70.0,72.0,67.0,50.0,69.0,71.0,71.0,70.0,2,2,High,Medium
225793,72,LCB,182,78,67,67,69,72,72,72,69,47.0,35.0,66.0,69.0,40.0,60.0,39.0,33.0,63.0,67.0,69.0,75.0,67.0,70.0,68.0,53.0,74.0,72.0,81.0,55.0,72.0,69.0,46.0,56.0,44.0,68.0,71.0,72.0,73.0,3,2,Medium,High
193165,84,RB,172,62,82,82,80,73,73,73,80,84.0,69.0,71.0,79.0,75.0,89.0,85.0,67.0,68.0,86.0,88.0,81.0,91.0,84.0,87.0,66.0,71.0,89.0,39.0,63.0,73.0,78.0,79.0,78.0,68.0,85.0,77.0,77.0,76.0,5,4,High,Medium
232223,76,LB,154,68,75,75,74,70,70,70,74,77.0,50.0,54.0,70.0,40.0,72.0,74.0,69.0,67.0,72.0,89.0,86.0,79.0,72.0,74.0,70.0,75.0,85.0,72.0,65.0,77.0,69.0,70.0,65.0,55.0,67.0,70.0,73.0,71.0,3,3,High,High
243854,71,CB,187,82,66,66,67,71,71,71,67,53.0,27.0,75.0,67.0,28.0,59.0,43.0,32.0,58.0,63.0,60.0,63.0,41.0,65.0,51.0,55.0,70.0,70.0,73.0,29.0,70.0,69.0,42.0,34.0,39.0,71.0,72.0,75.0,71.0,2,2,Medium,High
