playerID,overallrating,Position,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,Speed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,DefensiveAwareness,StandingTackle,SlidingTackle,WeakFoot,SkillMoves,attackRate,defendRate
236498,74,ST,190,77,74,74,74,73,74,74,74,73,58.0,77.0,72.0,67.0,64.0,80.0,65.0,45.0,43.0,75.0,76.0,75.0,78.0,71.0,66.0,72.0,72.0,75.0,75.0,74.0,49.0,36.0,74.0,71.0,77.0,73.0,37.0,21.0,19.0,5,4,Medium,Medium
242444,81,RS,154,69,80,80,80,81,81,81,81,81,73.0,82.0,69.0,77.0,80.0,83.0,81.0,64.0,67.0,83.0,79.0,83.0,85.0,83.0,80.0,82.0,79.0,75.0,64.0,81.0,69.0,38.0,84.0,78.0,68.0,82.0,30.0,42.0,35.0,4,5,Medium,Medium
243812,79,RW,175,63,75,75,75,79,79,79,79,79,72.0,78.0,62.0,73.0,67.0,84.0,80.0,73.0,57.0,80.0,88.0,86.0,87.0,78.0,85.0,71.0,73.0,81.0,45.0,71.0,54.0,21.0,83.0,71.0,74.0,82.0,25.0,36.0,32.0,3,4,Medium,Medium
240740,74,RW,154,78,68,68,68,74,72,72,72,74,66.0,67.0,53.0,71.0,59.0,82.0,67.0,64.0,65.0,80.0,86.0,84.0,85.0,65.0,78.0,65.0,72.0,66.0,60.0,60.0,50.0,23.0,64.0,65.0,55.0,67.0,22.0,33.0,36.0,3,4,High,Medium
256632,67,RW,154,73,66,66,66,67,66,66,66,67,60.0,66.0,60.0,61.0,57.0,72.0,59.0,41.0,45.0,66.0,85.0,83.0,69.0,53.0,62.0,67.0,43.0,65.0,69.0,50.0,49.0,24.0,67.0,65.0,62.0,67.0,40.0,34.0,31.0,3,2,High,Medium
158023,93,RW,170,72,89,89,89,92,93,93,93,92,85.0,95.0,70.0,91.0,88.0,96.0,93.0,94.0,91.0,96.0,91.0,80.0,91.0,94.0,95.0,86.0,68.0,72.0,69.0,94.0,44.0,40.0,93.0,95.0,75.0,96.0,32.0,35.0,24.0,4,4,Medium,Low
250961,68,ST,193,83,68,68,68,64,66,66,66,64,35.0,71.0,67.0,59.0,54.0,70.0,61.0,61.0,33.0,69.0,73.0,69.0,67.0,63.0,60.0,67.0,66.0,63.0,77.0,52.0,43.0,14.0,69.0,53.0,50.0,51.0,10.0,14.0,16.0,3,3,Medium,Low
239956,75,ST,182,67,75,75,75,74,75,75,75,74,52.0,80.0,61.0,69.0,68.0,74.0,62.0,44.0,52.0,75.0,89.0,87.0,87.0,79.0,74.0,74.0,80.0,71.0,66.0,66.0,44.0,23.0,74.0,66.0,66.0,73.0,29.0,22.0,18.0,5,3,High,Low
233731,79,ST,193,77,79,79,79,77,78,78,78,77,61.0,82.0,70.0,72.0,81.0,78.0,67.0,45.0,47.0,81.0,81.0,83.0,80.0,74.0,68.0,84.0,71.0,70.0,75.0,73.0,52.0,29.0,80.0,76.0,75.0,77.0,25.0,21.0,18.0,5,4,High,Low
255257,69,RW,172,63,65,65,65,69,68,68,68,69,57.0,58.0,54.0,60.0,65.0,75.0,66.0,59.0,45.0,74.0,91.0,90.0,88.0,64.0,84.0,68.0,62.0,51.0,42.0,52.0,48.0,21.0,62.0,61.0,63.0,71.0,18.0,21.0,23.0,4,4,High,Medium
20801,92,LS,187,83,91,91,91,89,91,91,91,89,84.0,95.0,90.0,82.0,86.0,88.0,81.0,76.0,77.0,92.0,87.0,91.0,87.0,95.0,71.0,94.0,95.0,84.0,78.0,93.0,63.0,29.0,95.0,82.0,84.0,95.0,28.0,32.0,24.0,4,5,High,Low
252037,69,ST,185,74,69,69,69,66,68,68,68,66,41.0,70.0,62.0,46.0,70.0,73.0,52.0,31.0,38.0,72.0,76.0,74.0,72.0,73.0,68.0,72.0,72.0,58.0,70.0,64.0,54.0,17.0,71.0,56.0,70.0,61.0,16.0,21.0,16.0,4,2,High,High
230142,84,LW,154,78,79,79,79,83,82,82,82,83,82.0,84.0,60.0,81.0,73.0,85.0,74.0,71.0,73.0,84.0,80.0,81.0,80.0,81.0,79.0,80.0,72.0,82.0,57.0,81.0,52.0,29.0,83.0,85.0,83.0,75.0,55.0,32.0,30.0,3,3,High,Medium
231943,81,LW,154,71,81,81,81,80,80,80,80,80,73.0,82.0,81.0,77.0,74.0,84.0,74.0,65.0,61.0,80.0,79.0,86.0,78.0,80.0,72.0,82.0,83.0,82.0,77.0,68.0,82.0,40.0,82.0,74.0,75.0,81.0,46.0,52.0,46.0,5,4,High,High
231478,84,ST,175,81,84,84,84,81,83,83,83,81,56.0,86.0,84.0,78.0,83.0,87.0,78.0,43.0,73.0,84.0,84.0,83.0,86.0,84.0,78.0,80.0,88.0,77.0,83.0,74.0,86.0,45.0,85.0,77.0,74.0,83.0,56.0,31.0,44.0,4,4,High,Medium
232293,79,ST,185,78,78,78,78,75,76,76,76,75,64.0,83.0,78.0,67.0,75.0,70.0,63.0,48.0,53.0,75.0,81.0,92.0,77.0,78.0,68.0,78.0,82.0,86.0,77.0,72.0,76.0,34.0,81.0,65.0,75.0,72.0,36.0,38.0,19.0,4,3,High,High
256612,73,ST,193,87,73,73,73,68,72,72,72,68,32.0,79.0,75.0,72.0,69.0,72.0,67.0,40.0,36.0,71.0,73.0,71.0,63.0,60.0,62.0,75.0,64.0,68.0,63.0,71.0,29.0,16.0,79.0,59.0,69.0,67.0,22.0,20.0,19.0,4,2,Medium,Low
231443,83,LW,154,67,76,76,76,83,81,81,81,83,81.0,75.0,43.0,78.0,76.0,89.0,82.0,64.0,76.0,84.0,93.0,92.0,89.0,78.0,81.0,83.0,58.0,68.0,51.0,76.0,54.0,36.0,77.0,76.0,75.0,80.0,42.0,30.0,33.0,5,5,High,Medium
212188,85,ST,154,76,84,84,84,83,84,84,84,83,69.0,88.0,78.0,78.0,86.0,84.0,70.0,58.0,55.0,85.0,93.0,89.0,83.0,87.0,76.0,85.0,75.0,83.0,67.0,78.0,63.0,37.0,88.0,65.0,78.0,82.0,39.0,20.0,19.0,4,3,High,Medium
231447,78,RS,154,78,78,78,78,78,78,78,78,78,66.0,82.0,67.0,69.0,74.0,82.0,66.0,57.0,52.0,80.0,89.0,90.0,83.0,78.0,77.0,76.0,73.0,74.0,74.0,70.0,60.0,31.0,77.0,66.0,74.0,74.0,27.0,22.0,16.0,3,4,Medium,Low
202556,85,ST,175,78,82,82,82,84,84,84,84,84,83.0,83.0,65.0,81.0,74.0,85.0,85.0,86.0,74.0,84.0,85.0,87.0,80.0,82.0,79.0,87.0,76.0,81.0,81.0,83.0,75.0,28.0,84.0,84.0,73.0,78.0,29.0,31.0,20.0,3,5,High,Low
206113,85,RW,175,74,79,79,79,84,83,83,83,84,79.0,85.0,42.0,79.0,83.0,87.0,74.0,62.0,74.0,83.0,90.0,76.0,86.0,85.0,88.0,86.0,65.0,78.0,69.0,81.0,63.0,38.0,85.0,83.0,68.0,80.0,45.0,44.0,43.0,4,4,High,Medium
229167,79,LW,154,73,76,76,76,80,79,79,79,80,76.0,76.0,53.0,76.0,77.0,85.0,78.0,69.0,69.0,81.0,93.0,84.0,90.0,78.0,82.0,86.0,47.0,76.0,61.0,81.0,67.0,47.0,75.0,74.0,73.0,78.0,55.0,37.0,36.0,4,4,High,Medium
236988,71,ST,175,72,71,71,71,70,71,71,71,70,43.0,73.0,57.0,65.0,67.0,74.0,54.0,38.0,45.0,72.0,85.0,82.0,79.0,74.0,72.0,69.0,73.0,68.0,59.0,62.0,52.0,19.0,74.0,58.0,57.0,68.0,22.0,19.0,15.0,3,3,High,Medium
143076,86,LF,167,68,76,76,76,86,84,84,84,86,83.0,80.0,38.0,86.0,72.0,87.0,82.0,79.0,77.0,86.0,94.0,86.0,93.0,86.0,94.0,76.0,70.0,73.0,44.0,82.0,56.0,40.0,82.0,87.0,72.0,85.0,50.0,30.0,34.0,4,4,High,Medium
238460,70,ST,154,74,70,70,70,69,70,70,70,69,50.0,74.0,58.0,61.0,70.0,72.0,47.0,58.0,50.0,69.0,79.0,79.0,77.0,72.0,76.0,71.0,67.0,64.0,62.0,67.0,51.0,15.0,72.0,56.0,61.0,62.0,14.0,18.0,17.0,4,3,High,Medium
224458,80,LW,154,73,77,77,77,80,80,80,80,80,68.0,77.0,52.0,72.0,75.0,84.0,76.0,58.0,68.0,84.0,88.0,79.0,87.0,82.0,86.0,82.0,66.0,79.0,73.0,74.0,85.0,54.0,82.0,74.0,63.0,84.0,53.0,54.0,44.0,5,4,High,High
246174,65,RW,170,63,57,57,57,65,63,63,63,65,59.0,54.0,40.0,63.0,46.0,72.0,45.0,42.0,54.0,66.0,78.0,72.0,83.0,58.0,80.0,51.0,40.0,50.0,32.0,53.0,32.0,26.0,62.0,63.0,59.0,57.0,32.0,29.0,21.0,4,3,Medium,Medium
190871,91,LW,175,68,84,84,84,90,89,89,89,90,85.0,87.0,62.0,87.0,87.0,95.0,88.0,89.0,81.0,95.0,94.0,89.0,96.0,91.0,83.0,80.0,62.0,81.0,50.0,84.0,51.0,36.0,87.0,90.0,92.0,93.0,35.0,30.0,29.0,5,5,High,Medium
252042,69,LS,182,69,69,69,69,69,70,70,70,69,56.0,68.0,70.0,62.0,63.0,73.0,59.0,33.0,54.0,,82.0,76.0,80.0,70.0,60.0,68.0,53.0,70.0,62.0,57.0,29.0,14.0,73.0,63.0,69.0,70.0,17.0,19.0,14.0,4,3,Medium,High
222492,85,LW,182,74,82,82,82,85,84,84,84,85,83.0,81.0,72.0,81.0,85.0,88.0,83.0,82.0,64.0,85.0,91.0,95.0,84.0,79.0,78.0,87.0,64.0,70.0,69.0,78.0,61.0,34.0,84.0,82.0,71.0,80.0,36.0,32.0,35.0,3,4,High,Medium
202126,88,ST,187,88,86,86,86,82,85,85,85,82,75.0,94.0,85.0,81.0,85.0,80.0,80.0,68.0,83.0,84.0,66.0,69.0,69.0,90.0,73.0,91.0,79.0,84.0,84.0,86.0,81.0,35.0,93.0,83.0,90.0,91.0,56.0,36.0,38.0,4,3,High,High
247888,66,ST,185,74,66,66,66,65,66,66,66,65,59.0,67.0,65.0,60.0,59.0,69.0,75.0,74.0,57.0,68.0,71.0,67.0,55.0,62.0,69.0,65.0,62.0,57.0,63.0,67.0,41.0,25.0,65.0,61.0,67.0,55.0,24.0,41.0,29.0,3,3,High,Medium
198329,82,ST,182,77,81,81,81,82,82,82,82,82,77.0,80.0,80.0,81.0,77.0,81.0,83.0,67.0,58.0,82.0,90.0,91.0,79.0,83.0,74.0,82.0,77.0,75.0,69.0,76.0,68.0,31.0,83.0,81.0,77.0,80.0,44.0,41.0,40.0,3,4,High,Medium
211591,81,LS,182,73,81,81,81,75,78,78,78,75,50.0,85.0,81.0,72.0,72.0,75.0,69.0,41.0,48.0,77.0,78.0,84.0,74.0,82.0,68.0,82.0,85.0,85.0,85.0,66.0,75.0,22.0,84.0,69.0,76.0,76.0,39.0,14.0,16.0,3,3,High,Medium
238616,72,LW,172,62,67,67,67,72,71,71,71,72,63.0,68.0,49.0,65.0,58.0,79.0,61.0,51.0,56.0,75.0,86.0,85.0,86.0,65.0,80.0,66.0,52.0,61.0,46.0,62.0,36.0,23.0,67.0,63.0,62.0,64.0,32.0,23.0,17.0,3,4,High,Medium
231410,74,LW,170,68,66,66,66,74,73,73,73,74,60.0,69.0,30.0,72.0,55.0,82.0,72.0,47.0,50.0,81.0,77.0,74.0,82.0,70.0,89.0,70.0,65.0,54.0,35.0,67.0,41.0,20.0,69.0,70.0,58.0,72.0,43.0,23.0,21.0,5,4,High,Medium
206517,80,LW,154,68,72,72,72,80,78,78,78,80,78.0,73.0,36.0,81.0,72.0,85.0,76.0,74.0,77.0,82.0,78.0,74.0,85.0,79.0,82.0,75.0,37.0,76.0,61.0,77.0,48.0,44.0,76.0,83.0,58.0,82.0,48.0,49.0,43.0,3,4,Medium,Medium
226380,77,LS,154,77,77,77,77,79,79,79,79,79,69.0,78.0,61.0,75.0,75.0,79.0,61.0,44.0,65.0,77.0,94.0,93.0,91.0,79.0,71.0,74.0,83.0,74.0,69.0,71.0,57.0,22.0,79.0,78.0,72.0,74.0,28.0,23.0,24.0,4,3,High,Medium
188545,91,ST,182,79,89,89,89,85,87,87,87,85,71.0,94.0,85.0,84.0,89.0,85.0,79.0,85.0,70.0,88.0,77.0,78.0,77.0,93.0,82.0,89.0,84.0,76.0,86.0,85.0,81.0,49.0,94.0,79.0,88.0,88.0,35.0,42.0,19.0,4,4,High,Medium
232432,80,ST,182,84,80,80,80,77,79,79,79,77,67.0,85.0,77.0,73.0,83.0,80.0,77.0,46.0,58.0,81.0,74.0,76.0,76.0,80.0,77.0,82.0,75.0,75.0,79.0,75.0,62.0,23.0,82.0,70.0,66.0,79.0,25.0,26.0,16.0,5,3,Medium,Medium
206534,71,ST,185,71,71,71,71,69,70,70,70,69,58.0,70.0,67.0,68.0,64.0,68.0,66.0,59.0,60.0,74.0,69.0,73.0,69.0,69.0,63.0,72.0,64.0,81.0,72.0,62.0,60.0,46.0,78.0,64.0,71.0,70.0,31.0,23.0,18.0,3,3,High,High
176580,87,RS,182,86,86,86,86,84,85,85,85,84,80.0,92.0,84.0,83.0,90.0,84.0,86.0,82.0,77.0,84.0,72.0,68.0,76.0,92.0,78.0,89.0,69.0,78.0,85.0,88.0,87.0,41.0,91.0,84.0,83.0,85.0,57.0,45.0,38.0,4,3,High,Medium
226627,77,RW,175,67,72,72,72,77,75,75,75,77,66.0,75.0,50.0,71.0,70.0,82.0,73.0,69.0,63.0,80.0,89.0,86.0,90.0,71.0,86.0,71.0,76.0,79.0,57.0,73.0,61.0,49.0,69.0,70.0,72.0,79.0,32.0,30.0,26.0,4,3,High,Medium
194765,87,CF,175,73,85,85,85,86,86,86,86,86,83.0,88.0,83.0,84.0,87.0,87.0,86.0,85.0,82.0,89.0,80.0,79.0,91.0,92.0,83.0,81.0,90.0,86.0,63.0,82.0,73.0,49.0,89.0,85.0,86.0,89.0,59.0,54.0,49.0,3,4,Medium,Medium
41236,83,ST,195,94,82,82,82,78,81,81,81,78,68.0,86.0,80.0,78.0,88.0,80.0,80.0,78.0,73.0,86.0,53.0,52.0,71.0,82.0,39.0,90.0,67.0,54.0,87.0,88.0,84.0,20.0,91.0,84.0,89.0,90.0,28.0,37.0,24.0,4,5,Medium,Low
226110,82,ST,182,73,77,77,77,81,81,81,81,81,78.0,77.0,57.0,74.0,70.0,85.0,79.0,79.0,67.0,81.0,88.0,90.0,89.0,83.0,79.0,80.0,68.0,79.0,68.0,77.0,43.0,28.0,80.0,80.0,85.0,77.0,36.0,27.0,25.0,2,4,High,Medium
165153,89,CF,185,81,86,86,86,85,87,87,87,85,75.0,88.0,91.0,86.0,86.0,87.0,81.0,73.0,73.0,90.0,77.0,72.0,79.0,91.0,69.0,84.0,79.0,78.0,80.0,79.0,63.0,39.0,90.0,87.0,84.0,90.0,47.0,24.0,18.0,4,4,Medium,Low
211110,88,LW,154,74,83,83,83,87,87,87,87,87,82.0,84.0,64.0,87.0,88.0,91.0,88.0,88.0,75.0,94.0,89.0,82.0,92.0,84.0,90.0,82.0,75.0,78.0,60.0,87.0,48.0,42.0,85.0,87.0,86.0,84.0,32.0,48.0,40.0,3,4,Medium,Medium
231448,72,RW,154,74,67,67,67,72,71,71,71,72,65.0,69.0,39.0,68.0,55.0,77.0,66.0,67.0,58.0,76.0,85.0,85.0,83.0,64.0,76.0,67.0,41.0,67.0,52.0,54.0,42.0,42.0,70.0,67.0,54.0,60.0,24.0,37.0,37.0,3,4,High,Medium
205632,82,RW,187,83,83,83,83,82,83,83,83,82,79.0,85.0,77.0,80.0,81.0,84.0,80.0,65.0,72.0,84.0,80.0,83.0,79.0,85.0,64.0,84.0,80.0,91.0,81.0,79.0,82.0,72.0,84.0,79.0,79.0,82.0,58.0,61.0,55.0,3,4,High,High
241202,76,LS,182,71,76,76,76,74,75,75,75,74,51.0,81.0,66.0,66.0,73.0,76.0,65.0,35.0,61.0,74.0,94.0,93.0,87.0,76.0,71.0,76.0,88.0,80.0,66.0,71.0,63.0,17.0,76.0,53.0,60.0,63.0,18.0,24.0,16.0,3,3,Medium,Medium
244193,77,LW,175,72,74,74,74,77,76,76,76,77,73.0,71.0,57.0,71.0,74.0,82.0,76.0,75.0,66.0,78.0,87.0,87.0,86.0,76.0,77.0,79.0,72.0,70.0,66.0,74.0,59.0,23.0,75.0,72.0,66.0,80.0,37.0,35.0,28.0,4,4,High,Medium
188567,87,LW,187,79,85,85,85,84,85,85,85,84,76.0,91.0,75.0,77.0,84.0,80.0,81.0,76.0,64.0,82.0,91.0,94.0,77.0,88.0,68.0,82.0,75.0,80.0,74.0,78.0,43.0,48.0,93.0,77.0,78.0,88.0,27.0,29.0,36.0,4,4,High,High
183277,88,LF,175,73,82,82,82,87,86,86,86,87,77.0,82.0,61.0,85.0,83.0,93.0,83.0,79.0,81.0,91.0,91.0,86.0,92.0,86.0,93.0,82.0,56.0,82.0,63.0,78.0,54.0,41.0,85.0,86.0,87.0,90.0,34.0,27.0,22.0,4,4,High,Medium
231352,78,ST,195,87,78,78,78,72,75,75,75,72,50.0,82.0,81.0,69.0,76.0,72.0,50.0,42.0,45.0,76.0,68.0,78.0,65.0,79.0,56.0,78.0,70.0,69.0,79.0,68.0,49.0,22.0,80.0,67.0,74.0,73.0,35.0,23.0,15.0,3,3,Medium,Medium
245158,75,ST,185,73,75,75,75,73,73,73,73,73,70.0,83.0,62.0,60.0,66.0,70.0,70.0,60.0,58.0,71.0,87.0,86.0,79.0,75.0,77.0,76.0,62.0,79.0,82.0,71.0,80.0,44.0,77.0,60.0,72.0,61.0,26.0,48.0,28.0,4,3,High,Medium
234742,79,LW,154,66,72,72,72,79,78,78,78,79,77.0,74.0,41.0,78.0,58.0,81.0,70.0,64.0,65.0,80.0,85.0,82.0,80.0,79.0,78.0,71.0,57.0,72.0,54.0,75.0,47.0,43.0,79.0,78.0,49.0,74.0,43.0,49.0,47.0,4,3,High,Medium
200647,84,RF,190,78,81,81,81,84,84,84,84,84,82.0,85.0,58.0,86.0,83.0,88.0,85.0,85.0,74.0,88.0,71.0,69.0,71.0,84.0,66.0,88.0,34.0,69.0,74.0,89.0,58.0,46.0,85.0,87.0,78.0,80.0,53.0,32.0,26.0,4,4,Medium,Medium
228747,77,LW,175,78,74,74,74,77,77,77,77,77,64.0,75.0,48.0,74.0,74.0,85.0,84.0,68.0,68.0,81.0,85.0,84.0,80.0,71.0,72.0,81.0,35.0,77.0,69.0,80.0,68.0,25.0,73.0,68.0,45.0,74.0,36.0,37.0,34.0,2,4,High,Medium
204838,84,ST,187,81,83,83,83,81,82,82,82,81,73.0,84.0,85.0,81.0,82.0,84.0,75.0,51.0,75.0,83.0,73.0,82.0,75.0,83.0,68.0,83.0,75.0,86.0,84.0,74.0,81.0,53.0,84.0,78.0,92.0,81.0,53.0,38.0,30.0,4,3,High,High
209331,90,RW,175,71,85,85,85,88,88,88,88,88,79.0,91.0,59.0,84.0,79.0,90.0,83.0,69.0,75.0,89.0,94.0,92.0,91.0,92.0,91.0,80.0,69.0,85.0,75.0,84.0,63.0,55.0,91.0,84.0,83.0,90.0,38.0,43.0,41.0,3,4,High,Medium
220621,77,LW,172,67,71,71,71,77,76,76,76,77,74.0,72.0,47.0,72.0,64.0,83.0,73.0,69.0,64.0,79.0,81.0,78.0,85.0,73.0,77.0,73.0,56.0,68.0,47.0,70.0,51.0,40.0,75.0,77.0,69.0,74.0,42.0,30.0,21.0,4,4,High,Low
192505,85,ST,190,93,84,84,84,79,81,81,81,79,73.0,86.0,85.0,79.0,77.0,78.0,78.0,66.0,71.0,78.0,77.0,84.0,60.0,86.0,46.0,87.0,71.0,73.0,95.0,74.0,71.0,27.0,86.0,78.0,78.0,83.0,30.0,41.0,30.0,4,3,Medium,Medium
208722,90,LW,175,68,88,88,88,89,89,89,89,89,76.0,90.0,84.0,85.0,75.0,91.0,76.0,64.0,71.0,89.0,95.0,93.0,93.0,93.0,86.0,84.0,86.0,88.0,70.0,78.0,75.0,35.0,92.0,85.0,71.0,84.0,42.0,42.0,38.0,4,4,High,Medium
239367,74,LS,175,68,69,69,69,73,72,72,72,73,67.0,73.0,49.0,70.0,67.0,78.0,56.0,49.0,48.0,76.0,85.0,84.0,87.0,66.0,86.0,70.0,39.0,80.0,45.0,42.0,38.0,29.0,73.0,66.0,54.0,65.0,33.0,31.0,29.0,4,4,Medium,Medium
208830,86,ST,154,73,84,84,84,80,83,83,83,80,68.0,92.0,79.0,69.0,82.0,77.0,67.0,57.0,48.0,81.0,90.0,87.0,72.0,90.0,75.0,87.0,79.0,79.0,68.0,65.0,87.0,49.0,92.0,73.0,84.0,87.0,57.0,50.0,53.0,3,3,High,High
